article_idx,pmid,dominant_topic,topic_prob_0,topic_prob_1,topic_prob_2,topic_prob_3,topic_prob_4,topic_prob_5,topic_prob_6,topic_prob_7,topic_prob_8,topic_prob_9,topic_prob_10,topic_prob_11,topic_prob_12,topic_prob_13,topic_prob_14
72,25210469,12,0.0022993485908955336,0.0022992209997028112,0.11097836494445801,0.002298967679962516,0.0022991823498159647,0.0022993104066699743,0.00229899724945426,0.0022990901488810778,0.0022990629076957703,0.0022990575525909662,0.0022995774634182453,0.002299058251082897,0.7781001925468445,0.08333154022693634,0.002299010753631592
73,25166274,8,0.10147478431463242,0.0008439708035439253,0.10763014853000641,0.13640433549880981,0.0008440843666903675,0.000844089372549206,0.0975978672504425,0.14102092385292053,0.19712136685848236,0.08356133848428726,0.0008439688244834542,0.1292809695005417,0.0008440695819444954,0.0008440690580755472,0.0008440035162493587
74,25162594,2,0.0008440419915132225,0.08165775239467621,0.43235650658607483,0.03926844894886017,0.0008443680708296597,0.0008440588717348874,0.0008442783146165311,0.0008440809906460345,0.07657770067453384,0.0008441908867098391,0.07415742427110672,0.24509844183921814,0.0008440773235633969,0.04413057491183281,0.0008440542151220143
75,25207271,6,0.396872878074646,0.001130030956119299,0.0011301428312435746,0.001130003365688026,0.0011301407357677817,0.0011302653001621366,0.43827328085899353,0.019783157855272293,0.0011300169862806797,0.0011300556361675262,0.001130074029788375,0.0011300843907520175,0.13263960182666779,0.0011302271159365773,0.0011300223413854837
76,27774471,4,0.0017096140654757619,0.0017098078969866037,0.07294514775276184,0.0017097098752856255,0.5256098508834839,0.09300500154495239,0.0017099599353969097,0.001709557487629354,0.0017095459625124931,0.0017095826333388686,0.21086370944976807,0.001709564821794629,0.0804799348115921,0.001709521166048944,0.001709502306766808
77,25148385,5,0.0008369918796233833,0.3433886170387268,0.04306534677743912,0.12356668710708618,0.08201204240322113,0.39959728717803955,0.0008370931027457118,0.0008369747665710747,0.0008369237766601145,0.0008370109717361629,0.000836942286696285,0.0008370581199415028,0.0008370017167180777,0.0008371405419893563,0.0008369017741642892
78,25147952,4,0.1813235878944397,0.0009051336674019694,0.13498592376708984,0.000905169639736414,0.48560741543769836,0.0009052549721673131,0.0009052975801751018,0.0009051880333572626,0.0009053584071807563,0.1881255805492401,0.0009051199886016548,0.0009052971145138144,0.0009051057859323919,0.0009054150432348251,0.0009051435044966638
79,25141135,5,0.0009758739033713937,0.0009758789092302322,0.03200145810842514,0.0009759144741110504,0.0009758218075148761,0.4575107991695404,0.15175625681877136,0.12464072555303574,0.035619255155324936,0.0009757601073943079,0.18968872725963593,0.0009757814113982022,0.0009759535314515233,0.0009757644147612154,0.0009760496905073524
80,25221772,3,0.08541233837604523,0.0010051237186416984,0.07189787179231644,0.30624333024024963,0.0010053018340840936,0.0010052917059510946,0.21067997813224792,0.16814100742340088,0.0010052771540358663,0.001005251775495708,0.0010053461883217096,0.0010052584111690521,0.001005401718430221,0.14857807755470276,0.0010051396675407887
81,25143867,3,0.0006473481771536171,0.0006473788525909185,0.11551611125469208,0.5191389322280884,0.0006474264082498848,0.1619488000869751,0.0006474127876572311,0.0006473442772403359,0.000647354987449944,0.0006473936955444515,0.1573238968849182,0.0006473178509622812,0.0006473800749517977,0.03959854692220688,0.0006473614485003054
82,25127379,5,0.0018693836173042655,0.0018694212194532156,0.0018693659221753478,0.0018694131867960095,0.0018695236649364233,0.44959354400634766,0.3235068619251251,0.0018693552119657397,0.0018694009631872177,0.0018695475300773978,0.0018695241305977106,0.17685836553573608,0.029477331787347794,0.001869664411060512,0.0018693115562200546
83,25122499,6,0.2835463881492615,0.0007067954284138978,0.0007067868718877435,0.0007068596314638853,0.08863816410303116,0.000706847058609128,0.42500096559524536,0.0007068670238368213,0.0007068158010952175,0.07326231151819229,0.0007068643462844193,0.12248384952545166,0.0007068458362482488,0.0007068816339597106,0.0007067788974381983
84,25122166,8,0.08707436919212341,0.0006827013567090034,0.02984909527003765,0.0006826863973401487,0.000682670739479363,0.17887254059314728,0.22522792220115662,0.040426552295684814,0.2578234076499939,0.0006826978642493486,0.000682692276313901,0.0006827823235653341,0.0006827430916018784,0.09839846938848495,0.07754866778850555
85,25610756,9,0.0009758778032846749,0.0009757681982591748,0.0009760511456988752,0.0009758913074620068,0.130934476852417,0.0009758442756719887,0.0009758556843735278,0.0009756889776326716,0.000975779490545392,0.5236549973487854,0.11685672402381897,0.0009759120875969529,0.0009760161628946662,0.21781884133815765,0.000976261799223721
