condition,task,text_version,field,comparison,facet,metric,is_primary,param,human_value,ai_value,effect_size,effect_type,ci_lo,ci_hi,human_ci_lo,human_ci_hi,inference,stat,p_raw,p_fdr,n_human,n_ai,n_perm_or_sub,parity_ref,notes,ratio,log2ratio,z_generation,delta_filtering_aligned
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_geometric,True,k=3,1.0,0.8500869565217392,0.8500869565217392,coverage,0.6086956521739131,1.0,,,same_size_subsample_vs_split_half,0.8500869565217392,0.0379620379620379,,23.0,23.0,1000.0,1.0,human_value = median split-half coverage (parity ref); pooled All-AI without-replacement subsample to n=23 (AI n=23 subsampled from 69),0.8500869565217392,-0.23431767090037034,-0.4415240104407019,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.0,1.0,ratio,6.0,6.0,5.55,6.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=5,326.0,432.0,0.7546296296296297,ratio,402.75,430.45,299.4,326.0,permutation,-106.0,0.0462953704629537,0.1391860813918608,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.3251533742331287,0.4061593479323909,,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=5,6.0,7.0,0.8571428571428571,ratio,6.0,7.0,5.55,6.0,permutation,-1.0,0.979002099790021,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.1666666666666667,0.22239242133644802,,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=5,326.0,396.0,0.8232323232323232,ratio,363.75,396.0,299.4,326.0,permutation,-70.0,0.2145785421457854,0.3819305569443055,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.2147239263803682,0.2806284658485322,,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.0,1.0,ratio,6.0,6.0,5.55,6.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=5,326.0,312.0,1.044871794871795,ratio,282.75,312.0,299.4,326.0,permutation,14.0,0.787921207879212,0.9388780748093416,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.9570552147239264,-0.06332593536882918,,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=5,6.0,6.502,0.9227929867733006,ratio,5.0,8.0,5.55,6.0,same_size_subsample,-0.5019999999999998,0.926073926073926,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.0836666666666666,0.11592105530711247,,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=5,326.0,374.327,0.8708963018964702,ratio,313.0,437.0,299.4,326.0,same_size_subsample,-48.327,0.932067932067932,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.1482423312883436,0.19942714833201478,,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=10,7.0,7.0,1.0,ratio,6.55,7.0,6.55,7.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0,0.0,0.1662973273293265,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=10,504.0,600.0,0.84,ratio,564.55,598.0,472.5,503.45,permutation,-96.0,0.1003899610038996,0.2275647435256474,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.1904761904761905,0.2515387669959644,,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=10,7.0,8.0,0.875,ratio,7.0,8.0,6.55,7.0,permutation,-1.0,0.9804019598040196,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.1428571428571428,0.19264507794239583,1.454134769205271,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=10,504.0,609.0,0.8275862068965517,ratio,574.1,603.35,472.5,503.45,permutation,-105.0,0.077992200779922,0.194980501949805,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.2083333333333333,0.27301849440641585,,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=10,7.0,6.0,1.1666666666666667,ratio,6.0,6.0,6.55,7.0,permutation,1.0,0.9944005599440056,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.8571428571428571,-0.22239242133644802,-1.121540114546618,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=10,504.0,524.0,0.9618320610687024,ratio,488.55,524.0,472.5,503.45,permutation,-20.0,0.7705229477052294,0.9268082625699692,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0396825396825398,0.05614307803753392,,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=10,7.0,6.84,1.023391812865497,ratio,6.0,8.0,6.55,7.0,same_size_subsample,0.1600000000000001,0.6733266733266733,0.8416583416583415,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.9771428571428571,-0.03335859694643102,-0.0397566633708247,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=10,504.0,571.076,0.8825445299749946,ratio,497.975,642.05,472.5,503.45,same_size_subsample,-67.07600000000002,0.967032967032967,1.0,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.1330873015873015,0.18025902154226353,,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_bertopic_region,False,k_lit=20,10.0,7.0,1.4285714285714286,ratio,7.0,7.0,9.0,10.0,permutation,3.0,0.2338766123387661,0.3975902409759024,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.7,-0.5145731728297583,,
baseline,proposals,rephrased,whole,human_vs_claude,coverage,coverage_mesh_terms,False,k_lit=20,871.0,886.0,0.9830699774266366,ratio,843.15,885.45,821.75,868.9,permutation,-15.0,0.8657134286571343,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0172215843857635,0.024633979956153712,,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_bertopic_region,False,k_lit=20,10.0,8.0,1.25,ratio,7.0,8.0,9.0,10.0,permutation,2.0,0.5732426757324267,0.7382670823826707,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.8,-0.3219280948873623,,
baseline,proposals,rephrased,whole,human_vs_gemini,coverage,coverage_mesh_terms,False,k_lit=20,871.0,907.0,0.960308710033076,ratio,854.2,901.45,821.75,868.9,permutation,-36.0,0.7047295270472953,0.8723593660051471,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,1.0413318025258325,0.05842983192965797,,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_bertopic_region,False,k_lit=20,10.0,8.0,1.25,ratio,7.55,8.0,9.0,10.0,permutation,2.0,0.3854614538546145,0.5400696194116852,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.8,-0.3219280948873623,,
baseline,proposals,rephrased,whole,human_vs_gpt,coverage,coverage_mesh_terms,False,k_lit=20,871.0,860.0,1.0127906976744183,ratio,812.15,859.45,821.75,868.9,permutation,11.0,0.9178082191780822,1.0,23.0,23.0,10000.0,1.0,M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; equal-n union comparison; ci = 95% jackknife,0.9873708381171068,-0.01833605900940427,,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_bertopic_region,False,k_lit=20,10.0,7.577,1.3197835554968984,ratio,6.0,9.0,9.0,10.0,same_size_subsample,2.423,0.0009990009990009,0.0082249839532175,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",0.7577,-0.40030134699626485,,
baseline,proposals,rephrased,whole,human_vs_pooled_ai,coverage,coverage_mesh_terms,False,k_lit=20,871.0,871.799,0.9990835043398766,ratio,774.0,963.025,821.75,868.9,same_size_subsample,-0.7989999999999782,0.5154845154845155,0.6846278721278721,23.0,23.0,1000.0,1.0,"M6 uses abstract-derived KNN; BERTopic outlier bin (-1) excluded from unions; AI n=23 subsampled from 69 (1000 draws, without replacement)",1.0009173363949484,0.0013228300204795557,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,mean_pairwise,True,,0.4155696355554018,0.3383698354495822,1.228152134197324,ratio,0.3152978037391958,0.347977781723959,0.4012087489686594,0.4244027083611109,permutation,0.0771998001058195,0.3317668233176682,,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8142313742373325,-0.2964892819275591,0.5285773497546841,-0.6521739130434783
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,centroid_loo,False,,0.6401213170255212,0.5470653459765654,1.1701002846064792,ratio,0.5152214381015204,0.5612122486171088,0.622739911306525,0.6518210440571053,permutation,0.0930559710489558,0.3457654234576542,0.5248225177482252,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.8546276017156202,-0.22663218271833105,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,mst_dispersion,False,,0.1100744105706804,0.065975528402713,1.668412716587717,ratio,0.0631922680389115,0.0687772573349745,0.1054821049178093,0.1145077011121859,permutation,0.0440988821679674,0.0062993700629937,0.0341774333204977,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.5993720798563725,-0.7384762135565816,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,sparseness,False,,0.3227153968805847,0.2370162004223328,1.3615752691400282,ratio,0.2137693510126386,0.2478297651810637,0.3019843593549789,0.3364886513406095,permutation,0.0856991964582518,0.3457654234576542,0.5248225177482252,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.7344434220163241,-0.44527673810224266,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,nn_isolation,False,,0.08198247578188,0.0368361420979811,2.225598857877499,ratio,0.0328548760095919,0.0382447543181415,0.0763220051682848,0.0850806701341146,permutation,0.0451463336838989,0.0031996800319968,0.022664400226644,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.44931726868051874,-1.1541935846374292,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,spread,spherical_variance,False,,0.2237921609074371,0.1775999169950877,1.2600915850294403,ratio,0.1639175192775498,0.1827855914064182,0.2144889855551021,0.2287099612956204,permutation,0.0461922439123494,0.3311668833116688,0.5150795896020154,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.793593110120354,-0.33352859441250654,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,False,q=0,23.0,23.0,1.0,ratio,22.0,22.0,22.0,22.0,permutation,0.0,1.0,1.0,23.0,23.0,10000.0,1.0,,1.0,0.0,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,True,q=1,3.1489331871049155,2.3291501796777703,1.3519665732935089,ratio,2.196749548274089,2.365371488881032,2.993314714656262,3.20250347044053,permutation,0.8197830074271453,0.0938906109389061,,23.0,23.0,10000.0,1.0,,0.7396632577711685,-0.43505948213796186,-0.052275560057117,-0.6521739130434783
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,False,q=2,2.122356529264581,1.750458823209298,1.212457271844558,ratio,1.6660024872393453,1.7845134733811656,2.0405872551505526,2.167987641345542,permutation,0.3718977060552828,0.327967203279672,0.5150795896020154,23.0,23.0,10000.0,1.0,,0.8247713327486266,-0.2779339062406799,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,False,q=1;kernel=rbf;sigma=0.5x_median,11.992371911995644,6.090538953324401,1.9690165359585856,ratio,,,,,permutation,5.901832958671243,0.011998800119988,0.0536788426420515,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.5078677511020319,-0.9774752271588542,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,False,q=1;kernel=rbf;sigma=1.0x_median,4.809373471191728,3.044002381049175,1.5799506272179995,ratio,,,,,permutation,1.765371090142553,0.0521947805219478,0.1541179215411792,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.6329311706156381,-0.6598794755032092,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,richness,vendi,False,q=1;kernel=rbf;sigma=2.0x_median,2.1839196932017932,1.7939500433571245,1.21738044004553,ratio,,,,,permutation,0.389969649844669,0.1051894810518948,0.2275647435256474,23.0,23.0,10000.0,1.0,RBF kernel-sensitivity robustness pass (spec 1.9),0.8214359021265368,-0.2837800909743535,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,evenness,vendi_slope,False,q=0..2,0.9077236291624096,0.923893094643074,0.0161694654806644,diff,0.9188857512099472,0.9242726142163934,0.9014551072115664,0.907246033856793,permutation,-0.0161694654806644,0.327967203279672,0.5150795896020154,23.0,23.0,10000.0,1.0,relative VS0->VS2 drop (spec 4.2); larger = few dominant modes = less even; effect = AI - Human,1.0178132032274896,0.025472811408368195,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,coverage,coverage_geometric,False,k=2,0.8181818181818182,0.8260869565217391,0.8260869565217391,coverage,0.3636363636363636,1.0,,,split_half_reference,0.8260869565217391,0.5954045954045954,0.7629556373274967,23.0,23.0,1000.0,0.8181818181818182,density=2.022; human_value = median human split-half coverage (parity ref); ci = split-half band,1.0096618357487923,0.013872174581557576,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,coverage,coverage_geometric,True,k=3,1.0,1.0,1.0,coverage,0.5454545454545454,1.0,,,split_half_reference,1.0,1.0,,23.0,23.0,1000.0,1.0,density=1.971; human_value = median human split-half coverage (parity ref); ci = split-half band,1.0,0.0,0.6854779861939954,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,coverage,coverage_geometric,False,k=5,1.0,1.0,1.0,coverage,0.8181818181818182,1.0,,,split_half_reference,1.0,1.0,1.0,23.0,23.0,1000.0,1.0,density=1.774; human_value = median human split-half coverage (parity ref); ci = split-half band,1.0,0.0,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,dimensionality,participation_ratio,True,,1.7704072161896078,1.3850358275941166,0.3853713885954912,diff,1.3445392423721152,1.4024773867243745,1.7133184792079217,1.7892902519185323,permutation,0.3853713885954912,0.0005999400059994,,23.0,23.0,10000.0,1.0,,0.7823261309198039,-0.354157940838061,-0.4726700706738519,-0.3636363636363636
one_at_a_time,proposals,rephrased,whole,human_vs_claude,dimensionality,effective_rank,False,,3.501290336766566,2.234817634601918,1.2664727021646485,diff,2.1170473424798097,2.270055064651186,3.307786656128077,3.509932772140453,permutation,1.2664727021646485,9.999000099990002e-05,0.0082249839532175,23.0,23.0,10000.0,1.0,,0.6382840095076969,-0.6477295894920906,,
one_at_a_time,proposals,rephrased,whole,human_vs_claude,evenness,ripley_excess,True,r=pooled_q01_q50,-0.2341515173432322,0.0740891706002935,0.0740891706002935,envelope_area,,,,,global_envelope,3.92183487835662,0.196,,23.0,23.0,999.0,1.0,AI excess short-range mass vs pooled-cloud null (M=999); human excess = -0.2342 (env p = 0.006); simultaneous envelope,-0.316415504972746,,-0.9592670686387824,-0.6521739130434783
one_at_a_time,proposals,rephrased,whole,human_vs_gemini,spread,mean_pairwise,True,,0.4155696355554018,0.1872591424824957,2.219222143422171,ratio,0.1405572513516031,0.1943716915726346,0.4012087489686594,0.4244027083611109,permutation,0.2283104930729061,0.0196980301969803,,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.4506083372338478,-1.150054088072447,-1.9422133649192304,-0.9130434782608696
one_at_a_time,proposals,rephrased,whole,human_vs_gemini,spread,centroid_loo,False,,0.6401213170255212,0.3315258790662237,1.9308336315357577,ratio,0.2740713644751073,0.3413214990323182,0.622739911306525,0.6518210440571053,permutation,0.3085954379592974,0.0196980301969803,0.0738676132386761,23.0,23.0,10000.0,1.0,"spread facet; ci = 95% jackknife (AI group), human_ci = 95% jackknife (Human)",0.5179110119418285,-0.9492238611821264,,
